rel_doi	rel_site	rel_date	type	category	rel_num_authors	ym
10.1101/2020.11.13.381533	bioRxiv	2020-11-13	new results	microbiology	8	2020-11
10.1101/2020.11.12.380931	bioRxiv	2020-11-13	new results	microbiology	10	2020-11
10.1101/2020.11.12.380816	bioRxiv	2020-11-13	new results	genomics	3	2020-11
10.1101/2020.11.12.20230631	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	respiratory medicine	6	2020-11
10.1101/2020.11.11.20230243	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	health policy	5	2020-11
10.1101/2020.11.13.20194761	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	health policy	4	2020-11
10.1101/2020.11.13.20229716	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-11
10.1101/2020.11.11.20230177	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.12.20230292	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.13.381343	bioRxiv	2020-11-13	new results	cell biology	13	2020-11
10.1101/2020.11.13.381319	bioRxiv	2020-11-13	new results	microbiology	6	2020-11
10.1101/2020.11.13.381335	bioRxiv	2020-11-13	new results	immunology	16	2020-11
10.1101/2020.11.10.20228759	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	pediatrics	4	2020-11
10.1101/2020.11.10.20229039	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	7	2020-11
10.1101/2020.11.10.20229203	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	genetic and genomic medicine	17	2020-11
10.1101/2020.11.10.20229013	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	geriatric medicine	4	2020-11
10.1101/2020.11.10.20228890	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-11
10.1101/2020.11.10.20228361	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	18	2020-11
10.1101/2020.11.10.20229005	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	25	2020-11
10.1101/2020.11.10.20228973	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.10.20228528	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	17	2020-11
10.1101/2020.11.10.20228908	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-11
10.1101/2020.11.10.20215145	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.10.20228403	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.10.20229278	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.10.20223495	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	health economics	5	2020-11
10.1101/2020.11.11.20229740	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	health informatics	3	2020-11
10.1101/2020.11.11.20229526	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	health systems and quality improvement	2	2020-11
10.1101/2020.11.10.20229401	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	hiv aids	18	2020-11
10.1101/2020.11.11.20228692	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	50	2020-11
10.1101/2020.11.10.20226886	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.11.20229641	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.11.20229559	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.11.20229062	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	21	2020-11
10.1101/2020.11.12.20228874	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.10.20227371	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.10.20228809	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.10.20229294	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	infectious diseases	30	2020-11
10.1101/2020.11.10.20226688	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	20	2020-11
10.1101/2020.11.10.20229237	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	emergency medicine	14	2020-11
10.1101/2020.11.10.20227710	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.11.20224030	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.11.20220962	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	49	2020-11
10.1101/2020.11.11.20228130	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	8	2020-11
10.1101/2020.11.11.20229724	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	epidemiology	31	2020-11
10.1101/2020.11.10.20229435	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	3	2020-11
10.1101/2020.11.11.20229609	medRxiv	2020-11-13	PUBLISHAHEADOFPRINT	public and global health	7	2020-11
10.1101/2020.11.13.370387	bioRxiv	2020-11-14	new results	ecology	18	2020-11
10.1101/2020.11.13.381228	bioRxiv	2020-11-14	new results	genomics	8	2020-11
10.1101/2020.11.12.20229898	medRxiv	2020-11-14	PUBLISHAHEADOFPRINT	public and global health	33	2020-11
10.1101/2020.11.12.20230318	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	health systems and quality improvement	9	2020-11
10.1101/2020.11.12.20230326	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	infectious diseases	17	2020-11
10.1101/2020.11.11.20230250	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.12.20230508	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	infectious diseases	20	2020-11
10.1101/2020.11.11.20229765	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.12.20229823	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	11	2020-11
10.1101/2020.11.12.20229955	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	public and global health	28	2020-11
10.1101/2020.11.12.20230136	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	public and global health	21	2020-11
10.1101/2020.11.12.20230391	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-11
10.1101/2020.11.12.20230466	medRxiv	2020-11-15	PUBLISHAHEADOFPRINT	infectious diseases	19	2020-11
10.1101/2020.11.12.20229468	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.12.20229658	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	pathology	41	2020-11
10.1101/2020.11.13.20231159	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	health informatics	3	2020-11
10.1101/2020.11.13.20231431	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.13.20231217	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	23	2020-11
10.1101/2020.11.12.20230458	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.13.20229781	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.13.20231241	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	19	2020-11
10.1101/2020.11.13.20229666	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	18	2020-11
10.1101/2020.11.12.20230615	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.12.20230888	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.12.20230912	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.12.20230656	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-11
10.1101/2020.11.12.20230417	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	22	2020-11
10.1101/2020.11.12.20230763	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	allergy and immunology	20	2020-11
10.1101/2020.11.13.20231266	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	epidemiology	9	2020-11
10.1101/2020.11.13.20231472	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	epidemiology	5	2020-11
10.1101/2020.11.12.20230870	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	epidemiology	6	2020-11
10.1101/2020.11.13.20231316	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	primary care research	9	2020-11
10.1101/2020.11.13.20231555	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	primary care research	7	2020-11
10.1101/2020.11.14.20231704	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	7	2020-11
10.1101/2020.11.14.20231142	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.14.20231886	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	public and global health	8	2020-11
10.1101/2020.11.13.20229534	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	public and global health	14	2020-11
10.1101/2020.11.13.20231118	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	radiology and imaging	9	2020-11
10.1101/2020.11.13.20229625	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	respiratory medicine	6	2020-11
10.1101/2020.11.13.20231365	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	geriatric medicine	9	2020-11
10.1101/2020.11.14.20231811	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-11
10.1101/2020.11.15.20232066	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.14.20230938	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.14.20231878	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.13.20230060	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-11
10.1101/2020.11.13.20231209	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	18	2020-11
10.1101/2020.11.15.20231993	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.13.20230862	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.13.20231373	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	23	2020-11
10.1101/2020.11.15.20231985	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	cardiovascular medicine	16	2020-11
10.1101/2020.11.14.20231803	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	cardiovascular medicine	9	2020-11
10.1101/2020.11.14.20231902	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.13.20231340	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	epidemiology	12	2020-11
10.1101/2020.11.13.20231480	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.12.20230565	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	cardiovascular medicine	16	2020-11
10.1101/2020.11.13.20231571	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.14.20229096	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	radiology and imaging	5	2020-11
10.1101/2020.11.15.20231795	medRxiv	2020-11-16	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-11
10.1101/2020.11.14.383075	bioRxiv	2020-11-16	new results	bioinformatics	1	2020-11
10.1101/2020.11.14.382770	bioRxiv	2020-11-16	new results	pharmacology and toxicology	11	2020-11
10.1101/2020.11.14.382416	bioRxiv	2020-11-16	new results	systems biology	20	2020-11
10.1101/2020.11.15.383323	bioRxiv	2020-11-16	new results	immunology	21	2020-11
10.1101/2020.11.16.385278	bioRxiv	2020-11-16	new results	immunology	10	2020-11
10.1101/2020.11.14.383026	bioRxiv	2020-11-16	new results	microbiology	11	2020-11
10.1101/2020.11.15.383463	bioRxiv	2020-11-16	new results	microbiology	14	2020-11
10.1101/2020.11.16.385468	bioRxiv	2020-11-16	new results	microbiology	4	2020-11
10.1101/2020.11.14.382697	bioRxiv	2020-11-16	confirmatory results	microbiology	2	2020-11
10.1101/2020.11.15.382044	bioRxiv	2020-11-16	new results	cell biology	12	2020-11
10.1101/2020.11.16.384594	bioRxiv	2020-11-16	new results	biochemistry	11	2020-11
10.1101/2020.11.15.383927	bioRxiv	2020-11-16	confirmatory results	immunology	3	2020-11
10.1101/2020.11.16.384743	bioRxiv	2020-11-16	new results	genomics	11	2020-11
10.1101/2020.11.16.385401	bioRxiv	2020-11-16	new results	evolutionary biology	6	2020-11
10.1101/2020.11.13.378257	bioRxiv	2020-11-16	new results	animal behavior and cognition	5	2020-11
10.1101/2020.11.16.20231100	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	geriatric medicine	6	2020-11
10.1101/2020.11.16.20232009	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.16.20230003	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.16.20232181	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	public and global health	6	2020-11
10.1101/2020.11.16.20232397	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	rheumatology	17	2020-11
10.1101/2020.11.15.20231001	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	neurology	21	2020-11
10.1101/2020.11.16.20231399	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.17.387092	bioRxiv	2020-11-17	new results	immunology	12	2020-11
10.1101/2020.11.16.384917	bioRxiv	2020-11-17	new results	microbiology	14	2020-11
10.1101/2020.11.17.386904	bioRxiv	2020-11-17	new results	microbiology	12	2020-11
10.1101/2020.11.16.20149377	medRxiv	2020-11-17	PUBLISHAHEADOFPRINT	public and global health	1	2020-11
10.1101/2020.11.17.387068	bioRxiv	2020-11-17	new results	bioinformatics	4	2020-11
10.1101/2020.11.17.385252	bioRxiv	2020-11-17	new results	immunology	24	2020-11
10.1101/2020.11.17.385500	bioRxiv	2020-11-17	new results	immunology	25	2020-11
10.1101/2020.11.16.384040	bioRxiv	2020-11-17	new results	immunology	15	2020-11
10.1101/2020.11.16.385849	bioRxiv	2020-11-17	new results	microbiology	13	2020-11
10.1101/2020.11.17.386532	bioRxiv	2020-11-17	new results	microbiology	19	2020-11
10.1101/2020.11.17.368258	bioRxiv	2020-11-17	new results	immunology	37	2020-11
10.1101/2020.11.16.380899	bioRxiv	2020-11-17	new results	ecology	3	2020-11
10.1101/2020.11.15.383661	bioRxiv	2020-11-17	new results	bioinformatics	28	2020-11
10.1101/2020.11.18.388413	bioRxiv	2020-11-18	new results	genetics	29	2020-11
10.1101/2020.11.18.388868	bioRxiv	2020-11-18	new results	biochemistry	10	2020-11
10.1101/2020.11.15.20229971	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	addiction medicine	6	2020-11
10.1101/2020.11.15.20232132	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.15.20231936	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	21	2020-11
10.1101/2020.11.15.20231621	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	radiology and imaging	13	2020-11
10.1101/2020.11.15.20231845	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	4	2020-11
10.1101/2020.11.16.20232223	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	12	2020-11
10.1101/2020.11.16.20232447	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	geriatric medicine	7	2020-11
10.1101/2020.11.16.20232512	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.16.20231514	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.16.20231597	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.16.20232389	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-11
10.1101/2020.11.16.20232470	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	19	2020-11
10.1101/2020.11.16.20232405	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.16.20232686	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	11	2020-11
10.1101/2020.11.16.20232413	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	6	2020-11
10.1101/2020.11.16.20232850	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	health economics	2	2020-11
10.1101/2020.11.16.20227389	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	health policy	5	2020-11
10.1101/2020.11.16.20232488	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	health policy	5	2020-11
10.1101/2020.11.16.20232967	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-11
10.1101/2020.11.17.20232827	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	23	2020-11
10.1101/2020.11.17.20228155	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-11
10.1101/2020.11.16.20232843	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.16.20232876	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-11
10.1101/2020.11.16.20232678	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	16	2020-11
10.1101/2020.11.16.20232835	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	cardiovascular medicine	18	2020-11
10.1101/2020.11.17.20220681	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	10	2020-11
10.1101/2020.11.17.20231548	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	4	2020-11
10.1101/2020.11.17.20233031	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.17.20232918	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	16	2020-11
10.1101/2020.11.17.20229583	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	11	2020-11
10.1101/2020.11.18.20233833	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	8	2020-11
10.1101/2020.11.17.20226407	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.17.20233577	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	2	2020-11
10.1101/2020.11.17.20233486	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.16.20232868	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.17.20233197	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	1	2020-11
10.1101/2020.11.17.20228122	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	neurology	2	2020-11
10.1101/2020.11.18.20233700	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	oncology	9	2020-11
10.1101/2020.11.17.20231498	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	geriatric medicine	8	2020-11
10.1101/2020.11.17.20232983	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	health informatics	6	2020-11
10.1101/2020.11.18.20233973	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	health informatics	5	2020-11
10.1101/2020.11.18.20233825	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	health informatics	4	2020-11
10.1101/2020.11.17.20233213	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	health policy	7	2020-11
10.1101/2020.11.17.20233296	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.18.20233122	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.17.20233221	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.16.20232884	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.17.20233080	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	21	2020-11
10.1101/2020.11.17.20233692	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.17.20233668	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-11
10.1101/2020.11.17.20233262	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	13	2020-11
10.1101/2020.11.17.20233643	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.17.20233718	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	5	2020-11
10.1101/2020.11.16.20231746	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	6	2020-11
10.1101/2020.11.18.20233767	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	6	2020-11
10.1101/2020.11.17.20210211	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	5	2020-11
10.1101/2020.11.16.20232900	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	epidemiology	7	2020-11
10.1101/2020.11.18.20233957	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	pediatrics	7	2020-11
10.1101/2020.11.17.20233585	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	2	2020-11
10.1101/2020.11.17.20233460	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	public and global health	27	2020-11
10.1101/2020.11.18.20233908	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	rehabilitation medicine and physical therapy	9	2020-11
10.1101/2020.11.17.20233023	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	sports medicine	11	2020-11
10.1101/2020.11.16.386003	bioRxiv	2020-11-18	new results	microbiology	9	2020-11
10.1101/2020.11.18.20232272	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	nursing	7	2020-11
10.1101/2020.11.17.20233452	medRxiv	2020-11-18	PUBLISHAHEADOFPRINT	infectious diseases	17	2020-11
10.1101/2020.11.18.388280	bioRxiv	2020-11-18	new results	immunology	11	2020-11
10.1101/2020.11.17.387555	bioRxiv	2020-11-18	new results	immunology	6	2020-11
10.1101/2020.11.17.387902	bioRxiv	2020-11-18	new results	microbiology	8	2020-11
10.1101/2020.11.17.377432	bioRxiv	2020-11-18	new results	microbiology	22	2020-11
10.1101/2020.11.17.387571	bioRxiv	2020-11-18	new results	microbiology	6	2020-11
10.1101/2020.11.18.388645	bioRxiv	2020-11-18	new results	bioengineering	4	2020-11
10.1101/2020.11.18.388983	bioRxiv	2020-11-18	new results	immunology	1	2020-11
10.1101/2020.11.18.388991	bioRxiv	2020-11-18	new results	immunology	9	2020-11
10.1101/2020.11.18.388934	bioRxiv	2020-11-18	new results	microbiology	14	2020-11
10.1101/2020.11.17.378992	bioRxiv	2020-11-18	new results	immunology	10	2020-11
10.1101/2020.11.18.388819	bioRxiv	2020-11-18	new results	neuroscience	20	2020-11
10.1101/2020.11.18.388710	bioRxiv	2020-11-18	new results	microbiology	15	2020-11
10.1101/2020.11.18.388140	bioRxiv	2020-11-19	new results	genomics	12	2020-11
10.1101/2020.11.18.388850	bioRxiv	2020-11-19	new results	immunology	17	2020-11
10.1101/2020.11.19.389916	bioRxiv	2020-11-19	new results	microbiology	7	2020-11
10.1101/2020.11.18.20234369	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	infectious diseases	31	2020-11
10.1101/2020.11.19.20234682	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	public and global health	6	2020-11
10.1101/2020.11.18.20234468	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	public and global health	8	2020-11
10.1101/2020.11.19.20234815	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.17.20232264	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	epidemiology	9	2020-11
10.1101/2020.11.18.20234088	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.19.20234716	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	public and global health	1	2020-11
10.1101/2020.11.17.20233312	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	geriatric medicine	6	2020-11
10.1101/2020.11.18.20233874	medRxiv	2020-11-19	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.18.389312	bioRxiv	2020-11-19	new results	microbiology	11	2020-11
10.1101/2020.11.20.391011	bioRxiv	2020-11-20	new results	bioinformatics	6	2020-11
10.1101/2020.11.18.20234146	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	health economics	7	2020-11
10.1101/2020.11.17.20233569	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-11
10.1101/2020.11.18.20231688	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	53	2020-11
10.1101/2020.11.18.20233932	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.17.20231290	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.18.20230599	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	24	2020-11
10.1101/2020.11.17.20233544	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	allergy and immunology	12	2020-11
10.1101/2020.11.18.20234419	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	epidemiology	6	2020-11
10.1101/2020.11.18.20234039	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	public and global health	13	2020-11
10.1101/2020.11.18.20233288	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	public and global health	8	2020-11
10.1101/2020.11.17.20233726	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	public and global health	11	2020-11
10.1101/2020.11.19.20235176	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.19.20234757	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.19.20234153	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-11
10.1101/2020.11.18.20232546	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	21	2020-11
